imdb_id,rate_date,rate
tt0289765,2013-06-14,7
tt0453467,2013-06-14,7
tt0384537,2013-06-14,4
tt0381849,2013-06-14,6
tt1386703,2013-06-14,4
tt0454876,2013-06-14,6
tt1125849,2013-06-14,5
tt1320253,2013-06-14,4
tt0433035,2013-06-14,4
tt0356910,2013-06-14,6
tt1399103,2013-06-14,5
tt0338751,2013-06-14,7
tt0110148,2013-06-14,5
tt1385826,2013-06-14,5
tt0290334,2013-06-14,7
tt0405159,2013-06-14,7
tt0118688,2013-06-14,2
tt1645170,2013-06-14,5
tt0386588,2013-06-14,6
tt1193138,2013-06-14,4
tt0172493,2013-06-14,7
tt0099653,2013-06-14,5
tt0401729,2013-06-14,4
tt0325710,2013-06-14,7
tt0496806,2013-06-14,5
tt0454921,2013-06-14,8
tt0454848,2013-06-14,7
tt0317740,2013-06-14,6
tt0120735,2013-06-14,7
tt1343727,2013-06-14,3
tt0234215,2013-06-14,6
tt0800080,2013-06-14,5
tt0097576,2013-06-14,7
tt0108550,2013-06-14,8
tt0287978,2013-06-14,4
tt0382625,2013-06-14,5
tt1637688,2013-06-14,4
tt0936501,2013-06-14,6
tt1790885,2013-06-14,6
tt0320691,2013-06-14,5
tt1464540,2013-06-14,4
tt0945513,2013-06-14,6
tt0086190,2013-06-14,6
tt0212985,2013-06-14,7
tt0105695,2013-06-14,7
tt0087928,2013-06-14,6
tt0405422,2013-06-14,5
tt0109686,2013-06-14,8
tt0119654,2013-06-14,6
tt0126029,2013-06-14,8
tt0107614,2013-06-14,5
tt0119174,2013-06-14,8
tt0298203,2013-06-14,7
tt0099674,2013-06-14,7
tt0102798,2013-06-14,5
tt0112462,2013-06-14,4
tt0361862,2013-06-14,7
tt0356150,2013-06-14,4
tt1104001,2013-06-14,4
tt0121766,2013-06-14,6
tt0110475,2013-06-14,7
tt0139134,2013-06-14,6
tt0421715,2013-06-14,8
tt1515091,2013-06-14,6
tt0080684,2013-06-14,6
tt0113497,2013-06-14,7
tt0276751,2013-06-14,5
tt1748122,2013-06-14,8
tt0382932,2013-06-14,6
tt0211915,2013-06-14,9
tt1637725,2013-06-14,5
tt0283111,2013-06-14,4
tt1077368,2013-06-14,5
tt0240772,2013-06-14,6
tt1024648,2013-06-14,7
tt0253474,2013-06-14,8
tt0376994,2013-06-14,7
tt0213149,2013-06-14,6
tt0408236,2013-06-14,7
tt0084787,2013-06-14,7
tt1245526,2013-06-14,5
tt1276104,2013-06-14,5
tt1772341,2013-06-14,6
tt0446755,2013-06-14,6
tt1045658,2013-06-14,8
tt0469494,2013-06-14,8
tt0360486,2013-06-14,5
tt1282140,2013-06-14,5
tt0050083,2013-06-14,9
tt0363771,2013-06-14,6
tt0264464,2013-06-14,8
tt0116483,2013-06-14,5
tt0120915,2013-06-14,5
tt0822854,2013-06-14,6
tt0083658,2013-06-14,7
tt0942385,2013-06-14,4
tt0099088,2013-06-14,9
tt0144084,2013-06-14,8
tt0125439,2013-06-14,4
tt0443706,2013-06-14,7
tt0317219,2013-06-14,6
tt0120382,2013-06-14,8
tt0414387,2013-06-14,5
tt0947798,2013-06-14,8
tt0070047,2013-06-14,6
tt1707386,2013-06-14,7
tt0458352,2013-06-14,5
tt1675434,2013-06-14,7
tt0903624,2013-06-14,8
tt0054215,2013-06-14,8
tt0317248,2013-06-14,9
tt0067992,2013-06-14,7
tt1194173,2013-06-14,6
tt0120586,2013-06-14,7
tt0765429,2013-06-14,8
tt1568346,2013-06-14,7
tt0458525,2013-06-14,6
tt0112573,2013-06-14,9
tt0105236,2013-06-14,9
tt0246578,2013-06-14,9
tt0073486,2013-06-14,9
tt1270798,2013-06-14,7
tt0401792,2013-06-14,8
tt1371111,2013-06-14,6
tt0162222,2013-06-14,8
tt1659337,2013-06-14,8
tt0110357,2013-06-14,8
tt0075314,2013-06-14,7
tt0120903,2013-06-14,7
tt0076759,2013-06-14,6
tt0099685,2013-06-14,9
tt0114369,2013-06-14,9
tt0071562,2013-06-14,8
tt0093409,2013-06-14,8
tt0317705,2013-06-14,8
tt1014759,2013-06-14,6
tt0416449,2013-06-14,6
tt0780504,2013-06-14,8
tt0096874,2013-06-14,9
tt0119217,2013-06-14,8
tt0092099,2013-06-14,6
tt0108052,2013-06-14,9
tt0102926,2013-06-14,9
tt0169547,2013-06-14,9
tt0133093,2013-06-14,6
tt0332280,2013-06-14,5
tt0110413,2013-06-14,9
tt0081505,2013-06-14,8
tt0377092,2013-06-14,5
tt1853728,2013-06-14,9
tt0114814,2013-06-14,8
tt0482571,2013-06-14,8
tt1446714,2013-06-14,3
tt0163651,2013-06-14,4
tt0120815,2013-06-14,9
tt0800320,2013-06-14,4
tt0120338,2013-06-14,7
tt0110912,2013-06-14,10
tt0361748,2013-06-14,8
tt0109830,2013-06-14,10
tt0111161,2013-06-14,10
tt0068646,2013-06-14,8
tt0087332,2013-06-14,7
tt0088763,2013-06-14,9
tt0266543,2013-06-14,7
tt0116629,2013-06-14,5
tt0089822,2013-06-14,5
tt0821642,2013-06-14,6
tt0427309,2013-06-14,6
tt0480271,2013-06-14,4
tt0281322,2013-06-14,4
tt0091777,2013-06-14,5
tt1276434,2013-06-14,4
tt0313443,2013-06-14,5
tt0266465,2013-06-14,4
tt2091473,2013-06-14,6
tt0292506,2013-06-14,5
tt0364970,2013-06-14,4
tt0091605,2013-06-14,5
tt1683526,2013-06-14,3
tt0115798,2013-06-14,6
tt1111422,2013-06-14,5
tt0066995,2013-06-14,6
tt0070666,2013-06-14,7
tt0975645,2013-06-14,6
tt0363988,2013-06-14,6
tt0251160,2013-06-14,6
tt0145681,2013-06-14,6
tt0227445,2013-06-14,7
tt0095956,2013-06-14,5
tt0079817,2013-06-14,5
tt1298649,2013-06-14,3
tt0947810,2013-06-14,5
tt0112851,2013-06-14,5
tt0377981,2013-06-14,4
tt0120912,2013-06-14,5
tt0272152,2013-06-14,8
tt0825232,2013-06-14,6
tt1397280,2013-06-14,5
tt0138704,2013-06-14,4
tt1023481,2013-06-14,5
tt0128442,2013-06-14,7
tt1179904,2013-06-14,6
tt1010387,2013-06-14,4
tt0057831,2013-06-14,7
tt0093756,2013-06-14,5
tt0404978,2013-06-14,3
tt0110857,2013-06-14,1
tt0098105,2013-06-14,2
tt0095882,2013-06-14,4
tt0494834,2013-06-14,5
